sample_id,project,cwe_id,vulnerability_type,patch_path,vulnerable_path,fixed_path,evidence_path,preferred_analyzer,run_generate,run_refine,run_backend_compare,quality_status,reviewer,reviewed_at,selection_reason,quality_notes
vul4c_cwe190_jasper_cve20169387,jasper,CWE-190,integer overflow or wraparound,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe190_jasper_cve20169387/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe190_jasper_cve20169387/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe190_jasper_cve20169387/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe190_jasper_cve20169387/vulnerable,codeql,true,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,"Multi-line patch, but the mechanism is concentrated in integer-range control","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate primary sample | materialized_from=Vul4C; target_relpath=src/libjasper/jpc/jpc_dec.c; cve=CVE-2016-9387"
vul4c_cwe369_binutils_cve201715025,binutils,CWE-369,divide by zero,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_binutils_cve201715025/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_binutils_cve201715025/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_binutils_cve201715025/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_binutils_cve201715025/vulnerable,csa,true,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,Small divide-by-zero guard patch with a clear trigger condition,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate primary sample | materialized_from=Vul4C; target_relpath=bfd/dwarf2.c; cve=CVE-2017-15025"
vul4c_cwe369_libming_cve20169265,libming,CWE-369,divide by zero,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_libming_cve20169265/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_libming_cve20169265/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_libming_cve20169265/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe369_libming_cve20169265/vulnerable,csa,false,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,"The fix is completed through an explicit denominator check, with clear semantics","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate refinement sample | materialized_from=Vul4C; target_relpath=util/listmp3.c; cve=CVE-2016-9265"
vul4c_cwe416_imagemagick_cve201712877,imagemagick,CWE-416,use after free,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/vulnerable,csa,true,true,true,approved,artifact-review,2026-04-22T12:31:55+08:00,Coordinated release-order adjustment and image2 state synchronization prevent the downstream UAF path,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate refinement sample | materialized_from=Vul4C; target_relpath=coders/mat.c; cve=CVE-2017-12877"
vul4c_cwe416_libming_cve20188806,libming,CWE-416,use after free,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188806/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188806/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188806/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188806/vulnerable,csa,true,false,false,rejected,artifact-review,2026-04-22T12:31:55+08:00,"Manual review rejected: the patch centers on constant-pool index bounds checking, which does not match the use-after-free label","Manual review rejected: the patch centers on constant-pool index bounds checking, which does not match the use-after-free label | Candidate primary sample | materialized_from=Vul4C; target_relpath=util/decompile.c; cve=CVE-2018-8806"
vul4c_cwe415_libzip_cve201712858,libzip,CWE-415,double free,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe415_libzip_cve201712858/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe415_libzip_cve201712858/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe415_libzip_cve201712858/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe415_libzip_cve201712858/vulnerable,csa,true,true,true,approved,artifact-review,2026-04-22T12:31:55+08:00,Real-world double-free samples are scarce; this one should be retained,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Need two more samples in this category | materialized_from=Vul4C; target_relpath=lib/zip_dirent.c; cve=CVE-2017-12858"
vul4c_cwe476_libming_cve20169828,libming,CWE-476,NULL pointer dereference,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_libming_cve20169828/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_libming_cve20169828/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_libming_cve20169828/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_libming_cve20169828/vulnerable,csa,true,false,false,rejected,artifact-review,2026-04-22T12:31:55+08:00,"Manual review rejected: the patch semantics are to error out on an unimplemented type, which only weakly matches the NULL-dereference label","Manual review rejected: the patch semantics are to error out on an unimplemented type, which only weakly matches the NULL-dereference label | Candidate primary sample | materialized_from=Vul4C; target_relpath=util/outputtxt.c; cve=CVE-2016-9828"
vul4c_cwe476_binutils_cve201714940,binutils,CWE-476,NULL pointer dereference,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_binutils_cve201714940/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_binutils_cve201714940/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_binutils_cve201714940/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_binutils_cve201714940/vulnerable,csa,true,true,true,approved,artifact-review,2026-04-22T12:31:55+08:00,"Direct NULL-check strengthening patch, suitable for refinement","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate refinement sample | materialized_from=Vul4C; target_relpath=bfd/dwarf2.c; cve=CVE-2017-14940"
vul4c_cwe476_jasper_cve201610248,jasper,CWE-476,NULL pointer dereference,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_jasper_cve201610248/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_jasper_cve201610248/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_jasper_cve201610248/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_jasper_cve201610248/vulnerable,csa,true,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,Clear NULL-path patch,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate primary sample | materialized_from=Vul4C; target_relpath=src/libjasper/jpc/jpc_tsfb.c; cve=CVE-2016-10248"
vul4c_cwe787_libdwarf_cve20169275,libdwarf,CWE-787,out-of-bounds write,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/vulnerable,csa,true,false,false,rejected,artifact-review,2026-04-22T12:31:55+08:00,"Manual review rejected: the patch corresponds to a large-scale file refactor, so the single out-of-bounds-write mechanism cannot be isolated stably","Manual review rejected: the patch corresponds to a large-scale file refactor, so the single out-of-bounds-write mechanism cannot be isolated stably | Candidate primary sample | materialized_from=Vul4C; target_relpath=dwarfexample/simplereader.c; cve=CVE-2016-9275"
vul4c_cwe787_openjpeg_cve201714041,openjpeg,CWE-787,out-of-bounds write,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/vulnerable,csa,true,true,true,approved,artifact-review,2026-04-22T12:31:55+08:00,"Typical boundary-write protection logic, suitable for refinement","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate refinement sample | materialized_from=Vul4C; target_relpath=src/bin/jp2/convert.c; cve=CVE-2017-14041"
vul4c_cwe787_zziplib_cve20175975,zziplib,CWE-787,out-of-bounds write,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_zziplib_cve20175975/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_zziplib_cve20175975/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_zziplib_cve20175975/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_zziplib_cve20175975/vulnerable,csa,true,false,false,rejected,artifact-review,2026-04-22T12:31:55+08:00,"Manual review rejected: the patch behaves as a header null-check guard, and the correspondence to the CWE-787 out-of-bounds-write label is weak","Manual review rejected: the patch behaves as a header null-check guard, and the correspondence to the CWE-787 out-of-bounds-write label is weak | Candidate primary sample | materialized_from=Vul4C; target_relpath=zzip/mmapped.c; cve=CVE-2017-5975"
vul4c_cwe20_jasper_cve20169390,jasper,CWE-20,input validation error,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_jasper_cve20169390/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_jasper_cve20169390/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_jasper_cve20169390/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_jasper_cve20169390/vulnerable,codeql,true,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,"Small input-validation patch, suitable for generation evaluation","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate primary sample | materialized_from=Vul4C; target_relpath=src/libjasper/jpc/jpc_dec.c; cve=CVE-2016-9390"
vul4c_cwe20_libtiff_cve20177601,libtiff,CWE-20,input validation error,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_libtiff_cve20177601/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_libtiff_cve20177601/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_libtiff_cve20177601/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_libtiff_cve20177601/vulnerable,codeql,false,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,Input-constraint patch directly manifests a precondition check,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate primary sample | materialized_from=Vul4C; target_relpath=libtiff/tif_jpeg.c; cve=CVE-2017-7601"
vul4c_cwe20_binutils_cve20179043,binutils,CWE-20,input validation error,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_binutils_cve20179043/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_binutils_cve20179043/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_binutils_cve20179043/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe20_binutils_cve20179043/vulnerable,codeql,true,true,true,approved,artifact-review,2026-04-22T12:31:55+08:00,"Input-validity check is relatively explicit, suitable for refinement and backend comparison","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate refinement sample | materialized_from=Vul4C; target_relpath=binutils/readelf.c; cve=CVE-2017-9043"
vul4c_cwe125_elfutils_cve20177607,elfutils,CWE-125,out-of-bounds read,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_elfutils_cve20177607/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_elfutils_cve20177607/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_elfutils_cve20177607/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_elfutils_cve20177607/vulnerable,csa,false,false,false,approved,artifact-review,2026-04-22T12:31:55+08:00,Simple and clear boundary-check patch for an out-of-bounds read,"Removed from the formal experiment set: target file uses a GCC nested function, which Clang/CSA cannot parse faithfully | materialized_from=Vul4C; target_relpath=src/readelf.c; cve=CVE-2017-7607"
vul4c_cwe416_libming_cve20188964,libming,CWE-416,use after free,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188964/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188964/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188964/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_libming_cve20188964/vulnerable,csa,true,true,true,rejected,artifact-review,2026-04-22T12:31:55+08:00,"Manual review rejected: duplicate patch of vul4c_cwe416_libming_cve20188806, with the same CWE-semantic mismatch","Manual review rejected: duplicate patch of vul4c_cwe416_libming_cve20188806, with the same CWE-semantic mismatch | Candidate refinement sample | materialized_from=Vul4C; target_relpath=util/decompile.c; cve=CVE-2018-8964"
vul4c_cwe125_graphicsmagick_cve201712937,graphicsmagick,CWE-125,out-of-bounds read,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/vulnerable,csa,true,true,true,approved,artifact-review,2026-04-22T12:54:22+08:00,Extremely small colormap-index validation patch with direct semantics,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | CWE-125 supplemental refinement sample | materialized_from=Vul4C; target_relpath=coders/sun.c; cve=CVE-2017-12937"
vul4c_cwe416_graphicsmagick_cve201714103,graphicsmagick,CWE-416,use after free,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/vulnerable,csa,true,false,false,approved,artifact-review,2026-04-22T12:54:22+08:00,"Clear error-path resource-release ordering fix, suitable as a supplemental UAF sample","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate supplemental sample | materialized_from=Vul4C; target_relpath=coders/png.c; cve=CVE-2017-14103"
vul4c_cwe476_openjpeg_cve20167445,openjpeg,CWE-476,NULL pointer dereference,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/vulnerable,csa,false,false,false,approved,artifact-review,2026-04-22T12:54:22+08:00,Pointer return-value null checking is directly tied to the input-parsing path,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate supplemental sample | materialized_from=Vul4C; target_relpath=src/bin/jp2/convert.c; cve=CVE-2016-7445"
vul4c_cwe787_ngiflib_cve201810677,ngiflib,CWE-787,out-of-bounds write,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/vulnerable,csa,false,false,false,approved,artifact-review,2026-04-22T12:54:22+08:00,Clear image-size and canvas-boundary constraint patch,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate supplemental sample | materialized_from=Vul4C; target_relpath=ngiflib.c; cve=CVE-2018-10677"
vul4c_cwe787_ngiflib_cve201810717,ngiflib,CWE-787,out-of-bounds write,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/vulnerable,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/fixed,artifacts/experiments/cross_backend/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/vulnerable,csa,true,false,false,approved,artifact-review,2026-04-22T12:54:22+08:00,Remaining-length check before pixel writes directly addresses the out-of-bounds-write risk,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate supplemental sample | materialized_from=Vul4C; target_relpath=ngiflib.c; cve=CVE-2018-10717"
git_cwe120_xrdp_cve202223468,xrdp,CWE-120,classic buffer overflow,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_xrdp_cve202223468/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_xrdp_cve202223468/vulnerable,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_xrdp_cve202223468/fixed,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_xrdp_cve202223468/vulnerable,csa,true,false,false,approved,artifact-review,2026-04-22T13:14:08+08:00,Replacing `g_sprintf` with `g_snprintf` directly captures a classic buffer-overflow fix,"Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate supplemental sample | materialized_from=upstream_git; repo_url=https://github.com/neutrinolabs/xrdp.git; fix_commit=43cf272b1138462c1bdfc48ef7e9142208194382; parent_commit=da521b27f90b869a342c1c508a9420d61c1a8037; target_relpath=xrdp/xrdp_login_wnd.c; cve=CVE-2022-23468"
git_cwe120_openmpt_cve201917113,openmpt,CWE-120,classic buffer overflow,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_openmpt_cve201917113/patches/fix.patch,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_openmpt_cve201917113/vulnerable,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_openmpt_cve201917113/fixed,artifacts/experiments/cross_backend/datasets/curated/git_cwe120_openmpt_cve201917113/vulnerable,csa,false,false,false,approved,artifact-review,2026-04-22T13:14:08+08:00,"Output-buffer length limiting directly corresponds to the root cause, with concentrated patch semantics","Manual review passed: patch is focused, vulnerability mechanism is attributable, and vulnerable/fixed versions are correctly paired | Candidate supplemental sample | materialized_from=upstream_git; repo_url=https://github.com/OpenMPT/openmpt.git; fix_commit=927688ddab43c2b203569de79407a899e734fabe; parent_commit=47a3b0663202d3e8b3f2f6231052a344cd8134e3; target_relpath=libopenmpt/libopenmpt_modplug.c; cve=CVE-2019-17113"
