sample_id,project,cwe_id,vulnerability_type,patch_path,vulnerable_path,fixed_path,evidence_path,preferred_analyzer,run_generate,run_refine,run_backend_compare,quality_status,reviewer,reviewed_at,selection_reason,quality_notes
vul4c_cwe190_jasper_cve20169387,jasper,CWE-190,integer overflow or wraparound,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe190_jasper_cve20169387/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe190_jasper_cve20169387/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe190_jasper_cve20169387/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe190_jasper_cve20169387/vulnerable,codeql,true,false,false,approved,Codex,2026-04-22T12:31:55+08:00,多行补丁但机制集中在整数范围控制,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选主样本 | materialized_from=Vul4C; target_relpath=src/libjasper/jpc/jpc_dec.c; cve=CVE-2016-9387
vul4c_cwe369_binutils_cve201715025,binutils,CWE-369,divide by zero,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_binutils_cve201715025/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_binutils_cve201715025/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_binutils_cve201715025/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_binutils_cve201715025/vulnerable,csa,true,false,false,approved,Codex,2026-04-22T12:31:55+08:00,除零保护补丁小，触发条件明确,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选主样本 | materialized_from=Vul4C; target_relpath=bfd/dwarf2.c; cve=CVE-2017-15025
vul4c_cwe369_libming_cve20169265,libming,CWE-369,divide by zero,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_libming_cve20169265/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_libming_cve20169265/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_libming_cve20169265/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe369_libming_cve20169265/vulnerable,csa,false,false,false,approved,Codex,2026-04-22T12:31:55+08:00,修复通过显式分母检查完成，语义清晰,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选精炼样本 | materialized_from=Vul4C; target_relpath=util/listmp3.c; cve=CVE-2016-9265
vul4c_cwe416_imagemagick_cve201712877,imagemagick,CWE-416,use after free,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_imagemagick_cve201712877/vulnerable,csa,true,true,true,approved,Codex,2026-04-22T12:31:55+08:00,释放顺序调整与 image2 状态同步共同避免后续 UAF 路径,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选精炼样本 | materialized_from=Vul4C; target_relpath=coders/mat.c; cve=CVE-2017-12877
vul4c_cwe416_libming_cve20188806,libming,CWE-416,use after free,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188806/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188806/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188806/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188806/vulnerable,csa,true,false,false,rejected,Codex,2026-04-22T12:31:55+08:00,人工复审淘汰：补丁核心是常量池索引边界检查，与 use-after-free 标签不一致,人工复审淘汰：补丁核心是常量池索引边界检查，与 use-after-free 标签不一致 | 候选主样本 | materialized_from=Vul4C; target_relpath=util/decompile.c; cve=CVE-2018-8806
vul4c_cwe415_libzip_cve201712858,libzip,CWE-415,double free,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe415_libzip_cve201712858/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe415_libzip_cve201712858/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe415_libzip_cve201712858/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe415_libzip_cve201712858/vulnerable,csa,true,true,true,approved,Codex,2026-04-22T12:31:55+08:00,双重释放真实样本稀缺，该样本需保留,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 待补两个同类样本 | materialized_from=Vul4C; target_relpath=lib/zip_dirent.c; cve=CVE-2017-12858
vul4c_cwe476_libming_cve20169828,libming,CWE-476,NULL pointer dereference,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_libming_cve20169828/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_libming_cve20169828/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_libming_cve20169828/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_libming_cve20169828/vulnerable,csa,true,false,false,rejected,Codex,2026-04-22T12:31:55+08:00,人工复审淘汰：补丁语义是未实现类型直接报错，和 NULL 指针解引用标签对应关系偏弱,人工复审淘汰：补丁语义是未实现类型直接报错，和 NULL 指针解引用标签对应关系偏弱 | 候选主样本 | materialized_from=Vul4C; target_relpath=util/outputtxt.c; cve=CVE-2016-9828
vul4c_cwe476_binutils_cve201714940,binutils,CWE-476,NULL pointer dereference,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_binutils_cve201714940/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_binutils_cve201714940/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_binutils_cve201714940/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_binutils_cve201714940/vulnerable,csa,true,true,true,approved,Codex,2026-04-22T12:31:55+08:00,NULL 检查增强补丁直接，适合精炼,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选精炼样本 | materialized_from=Vul4C; target_relpath=bfd/dwarf2.c; cve=CVE-2017-14940
vul4c_cwe476_jasper_cve201610248,jasper,CWE-476,NULL pointer dereference,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_jasper_cve201610248/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_jasper_cve201610248/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_jasper_cve201610248/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_jasper_cve201610248/vulnerable,csa,true,false,false,approved,Codex,2026-04-22T12:31:55+08:00,空指针路径补丁清晰,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选主样本 | materialized_from=Vul4C; target_relpath=src/libjasper/jpc/jpc_tsfb.c; cve=CVE-2016-10248
vul4c_cwe787_libdwarf_cve20169275,libdwarf,CWE-787,out-of-bounds write,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_libdwarf_cve20169275/vulnerable,csa,true,false,false,rejected,Codex,2026-04-22T12:31:55+08:00,人工复审淘汰：补丁对应大规模文件重构，无法稳定抽离单点越界写机制,人工复审淘汰：补丁对应大规模文件重构，无法稳定抽离单点越界写机制 | 候选主样本 | materialized_from=Vul4C; target_relpath=dwarfexample/simplereader.c; cve=CVE-2016-9275
vul4c_cwe787_openjpeg_cve201714041,openjpeg,CWE-787,out-of-bounds write,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_openjpeg_cve201714041/vulnerable,csa,true,true,true,approved,Codex,2026-04-22T12:31:55+08:00,边界写保护逻辑典型，适合精炼,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选精炼样本 | materialized_from=Vul4C; target_relpath=src/bin/jp2/convert.c; cve=CVE-2017-14041
vul4c_cwe787_zziplib_cve20175975,zziplib,CWE-787,out-of-bounds write,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_zziplib_cve20175975/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_zziplib_cve20175975/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_zziplib_cve20175975/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_zziplib_cve20175975/vulnerable,csa,true,false,false,rejected,Codex,2026-04-22T12:31:55+08:00,人工复审淘汰：补丁表现为 header 空值防护，和 CWE-787 越界写标签对应关系不足,人工复审淘汰：补丁表现为 header 空值防护，和 CWE-787 越界写标签对应关系不足 | 候选主样本 | materialized_from=Vul4C; target_relpath=zzip/mmapped.c; cve=CVE-2017-5975
vul4c_cwe20_jasper_cve20169390,jasper,CWE-20,input validation error,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_jasper_cve20169390/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_jasper_cve20169390/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_jasper_cve20169390/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_jasper_cve20169390/vulnerable,codeql,true,false,false,approved,Codex,2026-04-22T12:31:55+08:00,输入校验型补丁小，利于生成评估,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选主样本 | materialized_from=Vul4C; target_relpath=src/libjasper/jpc/jpc_dec.c; cve=CVE-2016-9390
vul4c_cwe20_libtiff_cve20177601,libtiff,CWE-20,input validation error,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_libtiff_cve20177601/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_libtiff_cve20177601/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_libtiff_cve20177601/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_libtiff_cve20177601/vulnerable,codeql,false,false,false,approved,Codex,2026-04-22T12:31:55+08:00,输入约束补丁直接体现前置检查,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选主样本 | materialized_from=Vul4C; target_relpath=libtiff/tif_jpeg.c; cve=CVE-2017-7601
vul4c_cwe20_binutils_cve20179043,binutils,CWE-20,input validation error,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_binutils_cve20179043/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_binutils_cve20179043/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_binutils_cve20179043/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe20_binutils_cve20179043/vulnerable,codeql,true,true,true,approved,Codex,2026-04-22T12:31:55+08:00,输入合法性判断较明确，适合精炼与后端对比,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选精炼样本 | materialized_from=Vul4C; target_relpath=binutils/readelf.c; cve=CVE-2017-9043
vul4c_cwe125_elfutils_cve20177607,elfutils,CWE-125,out-of-bounds read,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_elfutils_cve20177607/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_elfutils_cve20177607/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_elfutils_cve20177607/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_elfutils_cve20177607/vulnerable,csa,false,false,false,approved,Codex,2026-04-22T12:31:55+08:00,读取边界判断补丁简单清晰,移出正式实验样本：目标文件使用 GCC nested function，Clang/CSA 无法真实解析 | materialized_from=Vul4C; target_relpath=src/readelf.c; cve=CVE-2017-7607
vul4c_cwe416_libming_cve20188964,libming,CWE-416,use after free,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188964/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188964/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188964/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_libming_cve20188964/vulnerable,csa,true,true,true,rejected,Codex,2026-04-22T12:31:55+08:00,人工复审淘汰：与 vul4c_cwe416_libming_cve20188806 为重复补丁，且同样存在 CWE 语义不符问题,人工复审淘汰：与 vul4c_cwe416_libming_cve20188806 为重复补丁，且同样存在 CWE 语义不符问题 | 候选精炼样本 | materialized_from=Vul4C; target_relpath=util/decompile.c; cve=CVE-2018-8964
vul4c_cwe125_graphicsmagick_cve201712937,graphicsmagick,CWE-125,out-of-bounds read,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe125_graphicsmagick_cve201712937/vulnerable,csa,true,true,true,approved,Codex,2026-04-22T12:54:22+08:00,颜色表索引校验补丁极小且语义直接,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | CWE-125 补位精炼样本 | materialized_from=Vul4C; target_relpath=coders/sun.c; cve=CVE-2017-12937
vul4c_cwe416_graphicsmagick_cve201714103,graphicsmagick,CWE-416,use after free,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe416_graphicsmagick_cve201714103/vulnerable,csa,true,false,false,approved,Codex,2026-04-22T12:54:22+08:00,错误路径资源释放顺序修正明显，适合作为 UAF 补位样本,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选补位样本 | materialized_from=Vul4C; target_relpath=coders/png.c; cve=CVE-2017-14103
vul4c_cwe476_openjpeg_cve20167445,openjpeg,CWE-476,NULL pointer dereference,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe476_openjpeg_cve20167445/vulnerable,csa,false,false,false,approved,Codex,2026-04-22T12:54:22+08:00,指针返回值判空与输入解析路径直接相关,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选补位样本 | materialized_from=Vul4C; target_relpath=src/bin/jp2/convert.c; cve=CVE-2016-7445
vul4c_cwe787_ngiflib_cve201810677,ngiflib,CWE-787,out-of-bounds write,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810677/vulnerable,csa,false,false,false,approved,Codex,2026-04-22T12:54:22+08:00,图像尺寸与画布边界约束补丁清晰,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选补位样本 | materialized_from=Vul4C; target_relpath=ngiflib.c; cve=CVE-2018-10677
vul4c_cwe787_ngiflib_cve201810717,ngiflib,CWE-787,out-of-bounds write,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/vul4c_cwe787_ngiflib_cve201810717/vulnerable,csa,true,false,false,approved,Codex,2026-04-22T12:54:22+08:00,像素写入前的剩余长度检查直接对应越界写风险,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选补位样本 | materialized_from=Vul4C; target_relpath=ngiflib.c; cve=CVE-2018-10717
git_cwe120_xrdp_cve202223468,xrdp,CWE-120,classic buffer overflow,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/git_cwe120_xrdp_cve202223468/patches/fix.patch,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/git_cwe120_xrdp_cve202223468/vulnerable,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/git_cwe120_xrdp_cve202223468/fixed,/anonymous/home/LLM-Native/v2_experiments/datasets/curated/git_cwe120_xrdp_cve202223468/vulnerable,csa,true,false,false,approved,Codex,2026-04-22T13:14:08+08:00,`g_sprintf` 到 `g_snprintf` 的替换直接体现经典缓冲区溢出修复,人工复审通过：补丁集中、漏洞机制可归因、漏洞/修复版本配对正确 | 候选补位样本 | materialized_from=upstream_git; repo_url=https://github.com/neutrinolabs/xrdp.git; fix_commit=43cf272b1138462c1bdfc48ef7e9142208194382; parent_commit=da521b27f90b869a342c1c508a9420d61c1a8037; target_relpath=xrdp/xrdp_login_wnd.c; cve=CVE-2022-23468
